ARTWORK CITY,ARWORK ADDRESS,ZIP CODE,ARTWORK LATITUDE,ID NUMBER,ARTIST,TITLE,DATE,MATERIALS,MEASUREMENTS,CREDIT LINE,ARTWORK SITE,SPECIFIC LOCATION,Location 1
Bothell,"11125 NE 180th Street, ",98011,47.758933,WSAC2001.057.008,"Rudolph, Glenn","Twin Tunnels, Snowshed",1993,Gelatin silver print,30 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell,"UW1 - 2nd floor, north hallway, west wall","(47.758933, -122.190670)"
Bothell,"11125 NE 180th Street, ",98011,47.758933,WSAC2001.057.007,"Rudolph, Glenn","Twin Tunnels, East Portal",1993,Gelatin silver print,30 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell,"UW1 - 2nd floor, north hallway, west wall","(47.758933, -122.190670)"
Bothell,"11125 NE 180th Street, ",98011,47.758933,WSAC2001.057.007,"Rudolph, Glenn","Twin Tunnels, East Portal",1993,Gelatin silver print,30 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell,"UW1 - 2nd floor, north hallway, west wall","(47.758933, -122.190670)"
Bothell,"11125 NE 180th Street, ",98011,47.759052,WSAC2002.021.010,"Basa, Lynn","""Andreas: The Good Life"" from the series N = 10",2004,Wool and silk,48 in x 36 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell,UW2 - Lower Level 2 hallway west,"(47.759052, -122.191791)"
Bothell,"11125 NE 180th Street, ",98011,47.759052,WSAC2002.021.010,"Basa, Lynn","""Andreas: The Good Life"" from the series N = 10",2004,Wool and silk,48 in x 36 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell,UW2 - Lower Level 2 hallway west,"(47.759052, -122.191791)"
Bothell,"11125 NE 180th Street, ",98011,47.759208,WSAC2013.006.002,"Corson, Dan",Compound Sight,2015,"Glass, acrylic, and steel",10 ft x 4 ft x 2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Bothell,"Discovery Hall, 2nd floor, north side of Co-Lab space","(47.759208, -122.191504)"
Bothell,"11125 NE 180th Street, ",98011,47.75927,WSAC2013.006.001,"Corson, Dan",Fibonacci Echoes,2014,LED solar lighting and stainless steel,6 ft x 120 ft x 61 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Bothell,"Discovery Hall, exterior plaza, descending concrete platforms","(47.759270, -122.191224)"
Bothell,"11125 NE 180th Street, ",98011,47.759786,WSAC1999.086.001A-B,"Beaumont, Linda",Water Tables,2002,"Casting resin, Plexiglas, wood, steel, and video equipment",50-55 in x 24-20 in x 20-36 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,"UW/CCC Shared Library, 1st floor (LB1)","(47.759786, -122.191408)"
Bothell,"11125 NE 180th Street, ",98011,47.759798,WSAC2001.055.005,"Yates, Stephen",Winter,2002,Oil-modified alkyd paint on wood panel,36 in x 80 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,"UW/CCC Shared Library, 2nd Floor, South Study Area (LB1)","(47.759798, -122.191383)"
Bothell,"11125 NE 180th Street, ",98011,47.759798,WSAC2001.055.003,"Yates, Stephen",Summer,2002,Oil-modified alkyd paint on wood panel,36 in x 80 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,"UW/CCC Shared Library, 2nd Floor, South Study Area (LB1)","(47.759798, -122.191383)"
Bothell,"11125 NE 180th Street, ",98011,47.759798,WSAC2001.055.002,"Yates, Stephen",Spring,2002,Oil-modified alkyd paint on wood panel,48 in x 120 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,"UW/CCC Shared Library, 2nd Floor, Central Area (LB1)","(47.759798, -122.191383)"
Bothell,"11125 NE 180th Street, ",98402-3100,47.759798,WSAC2001.055.001,"Yates, Stephen",The Four Seasons,2002,Oil-modified alkyd paint on wood panel,4 ft x 10 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,"UW/CCC Shared Library Periodicals, 1st Floor (LB1)","(47.759798, -122.191383)"
Bothell,"11125 NE 180th Street, ",98011,47.759843,WSAC2001.057.023,"Rudolph, Glenn","Great Northern, Sixty",1994,Gelatin silver print,30 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,"UW/CCC Shared Library Periodicals, 1st Floor (LB1)","(47.759843, -122.191355)"
Bothell,"11125 NE 180th Street, ",98011,47.759914,WSAC1999.084.001,"Sato, Norie",Dialogue: Bothell Codex,2002,"Quartzite, stainless steel, and silicon bronze","2,500 sq.ft. (approx.)",This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,UW/CCC Shared Library Exterior Plaza,"(47.759914, -122.191078)"
Bothell,"11125 NE 180th Street, ",98011,47.760123,WSAC2001.055.007,"Yates, Stephen",Air,2002,Oil-modified alkyd paint on wood panel,36 in x 80 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,"UW/CCC Shared Library, 3rd Floor, North (LB2)","(47.760123, -122.191020)"
Bothell,"11125 NE 180th Street, ",98011,47.760123,WSAC2001.055.008,"Yates, Stephen",Earth,2002,Oil-modified alkyd paint on wood panel,48 in x 36 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,"UW/CCC Shared Library, 3rd Floor, North (LB2)","(47.760123, -122.191020)"
Bothell,"11125 NE 180th Street, ",98011,47.760123,WSAC2001.055.010,"Yates, Stephen",Water,2002,Oil-modified alkyd paint on wood panel,36 in x 80 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,"UW/CCC Shared Library, 3rd Floor, North (LB2)","(47.760123, -122.191020)"
Bothell,"11125 NE 180th Street, ",98011,47.760158,WSAC2001.055.006,"Yates, Stephen",The Four Elements,2002,Oil-modified alkyd paint on wood panel,5 ft x 8 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,"UW/CCC Shared Library, 3rd Floor, North (LB2)","(47.760158, -122.190979)"
Bothell,"11125 NE 180th Street, ",98011,47.760176,WSAC2001.055.009,"Yates, Stephen",Fire,2002,Oil-modified alkyd paint on wood panel,4 ft x 3 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,"UW/CCC Shared Library, 3rd Floor, North (LB2)","(47.760176, -122.190953)"
Bothell,"11125 NE 180th Street, ",98011,47.760199,WSAC1999.085.00A-P,"Dennis, Michael",Ancestors,2000,Cedar,121 in x 360 in x 240 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,"UW/CCC Shared Central Campus, above Crescent Path","(47.760199, -122.192380)"
Bothell,"11125 NE 180th Street, ",98011,47.760278,WSAC2002.004.00A-E,"Tolle, Pat","Squak Country, Bothell",2002,Oil on canvas,Panels vary in dimension from 3 to 6 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,University of Washington - Bothell and Cascadia Community College,"UW/CCC Shared Area, North Creek Event Center","(47.760278, -122.190428)"
Bothell,"11125 NE 180th Street, ",98011,47.760683,WSAC2002.023.001A-B,"Arreguin, Alfredo",Malila Diptych,2003,Oil on canvas,6 ft x 8 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,Cascadia Community College,"CC1 3rd floor center stairwell, north/south wall","(47.760683, -122.191474)"
Bothell,"11125 NE 180th Street, ",98011,47.760694,WSAC2001.057.013,"Rudolph, Glenn","Deer Park, Art Jersey",1993,Gelatin silver print,30 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,Cascadia Community College,CC1 2nd floor breakout area,"(47.760694, -122.191129)"
Bothell,"11125 NE 180th Street, ",98011,47.760694,WSAC2001.057.021,"Rudolph, Glenn",Johnny & Maria,1976,Digital pigment print,30 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,Cascadia Community College,"CC1 2nd floor vista, south wall","(47.760694, -122.191129)"
Bothell,"11125 NE 180th Street, ",98011,47.760694,WSAC2001.057.014,"Rudolph, Glenn",Longacres,1996,Gelatin silver print,30 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,Cascadia Community College,"CC2 3rd floor vista, south wall","(47.760694, -122.191129)"
Bothell,"11125 NE 180th Street, ",98011,47.760694,WSAC2001.057.020,"Rudolph, Glenn",Blue Nightie,1999,Digital pigment print,30 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,Cascadia Community College,"CC1 1st floor south hallway, west wall","(47.760694, -122.191129)"
Bothell,"11125 NE 180th Street, ",98011,47.760694,WSAC2001.057.025,"Rudolph, Glenn",Mr. & Mrs. Sweet,1983,Gelatin silver print,30 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,Cascadia Community College,CC1 2nd floor east,"(47.760694, -122.191129)"
Bothell,"11125 NE 180th Street, ",98011,47.760694,WSAC2001.057.006,"Rudolph, Glenn","Lunch, B&B Gang, Halfmoon Trestle, Camas Prairie RR",1991,Gelatin silver print,30 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,Cascadia Community College,CC1 2nd floor east wall,"(47.760694, -122.191129)"
Bothell,"11125 NE 180th Street, ",98011,47.760694,WSAC2001.057.024,"Rudolph, Glenn",W.R. Duncan,1976,Digital pigment print,30 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington - Bothell and Cascadia Community College,Cascadia Community College,CC1 131 C and D hallway,"(47.760694, -122.191129)"
